Taxonomy,Category,Sub-category,Flow,UUID,Location Code,Location Name,Process Type,Description,Qty,Unit,GWP,AP,EP,ODP,POCP,CO2,CH4,N2O,Electricity_GWP,Electricity_AP,Electricity_EP,Electricity_ODP,Electricity_POCP,Electricity_CO2,Electricity_CH4,Electricity_N2O,Electricity_Qty,Electricity_Unit,Nonrenewable Fuel Combustion (Direct)_GWP,Nonrenewable Fuel Combustion (Direct)_AP,Nonrenewable Fuel Combustion (Direct)_EP,Nonrenewable Fuel Combustion (Direct)_ODP,Nonrenewable Fuel Combustion (Direct)_POCP,Nonrenewable Fuel Combustion (Direct)_CO2,Nonrenewable Fuel Combustion (Direct)_CH4,Nonrenewable Fuel Combustion (Direct)_N2O,Nonrenewable Fuel Combustion (Direct)_Qty,Nonrenewable Fuel Combustion (Direct)_Unit,Renewable Fuel Combustion (Direct)_GWP (AR5) [kg CO2 eq],Renewable Fuel Combustion (Direct)_AP,Renewable Fuel Combustion (Direct)_EP,Renewable Fuel Combustion (Direct)_ODP,Renewable Fuel Combustion (Direct)_POCP,Renewable Fuel Combustion (Direct)_CO2,Renewable Fuel Combustion (Direct)_CH4,Renewable Fuel Combustion (Direct)_N2O,Renewable Fuel Combustion (Direct)_Qty,Renewable Fuel Combustion (Direct)_Unit,Compound/Substance Name,URL creation,PUG-REST,(text split 1),(text split 2),InChIKey,Kingdom,Superclass,Class,Subclass,Parent level 1,Parent level 2,Parent level 3,Stored Biogenic Carbon?,Biomaterial Type/Species/Category,%C (dry mass basis),Density Needed?,Density [kg/unit] (dry basis),Biogenic Carbon Content [kg C/unit],Biogenic CO2 Content [kg CO2/unit],GWP - Biogenic CO2 stored [kgCO2eq],Growth Model Type,Rotation period [yrs],Mineral Carbonation Potential?,Accelerated Carbonation Uptake [kgCO2],GWP-total - Accelerated Carbonation Uptake [kgCO2eq]
Mining (except Oil and Gas)/Bit. Coal and Lignite Surface Mining,Mining (except Oil and Gas),Bit. Coal and Lignite Surface Mining,Continuous coal miner; Manufacture; At underground mine; 563 kW,4d8aed7f-9f6b-48d1-bdac-cee6d83bbd35,US,United States,UNIT_PROCESS,"This process is part of the NETL Unit Process Library.  To access the library and the original dataset:
1) Navigate to the NETL LCA home page (http://www.netl.doe.gov/lca)
2) Then navigate to the “Unit Process Library” 
3) From the library, the unit process of interest can be found either through the ""Complete Listing of the Unit Process Library link"" or through the link to the ""Unit Process Database"" spreadsheet
4) For each process, a Data Sheet (DS) and Data File (DF) are available

BRIEF DESCRIPTION
This unit process is based on manufacturer (Bucyrus) specifications for a 25M Series model, 755-horsepower (HP), underground continuous miner. It assumes the continuous miner constructed entirely of steel plate with negligible amounts of other materials.

GOAL AND SCOPE
The scope of this unit process encompasses the materials and weights of those materials necessary to construct a single, Bucyrus 25M Series, 563 kW (755 Horsepower (HP)), underground continuous miner to be used during extraction of Illinois No. 6 bituminous coal from an underground mine. The process is based on the reference flow of 1 piece of continuous miner, 563 kW (755 HP), as described below and shown in the Supporting Information (see Citation and Associated Documentation section below). The continuous miner is assumed to be constructed entirely of steel; other materials are assumed to be negligible. By default, all steel within this study was assumed to be steel plate, based on available GaBi profiles, unless other steel types were specified per available data, or a higher grade of steel would be required, per NETL engineering judgment. Therefore, all steel considered in this unit process was assumed to be steel plate.

This unit process is combined with other coal mine equipment construction unit processes in an assembly unit process for Illinois No. 6 bituminous coal, Coal mine equipment assembly; Production mix; Underground coal mine, Illinois No. 6 Coal, U.S. The assembly unit process quantifies the fraction of each piece of equipment needed under Life Cycle (LC) Stage #1 to produce 1 kg of Illinois No. 6 bituminous coal ready for transport (LC Stage#2).

BOUNDARY AND DESCRIPTION
Construction of the continuous miner is based on manufacturer specifications for a Bucyrus 25M Series model, 755 HP, underground continuous miner. Extraction of coal from the Illinois No. 6 bituminous underground coal mine requires continuous miners, which are used to cut into the coalbed and remove coal during the mining process. The continuous miner removes coal from the coal face using a large rotating steel drum equipped with tungsten carbide teeth, which scrape coal from the seam. The indicated model was chosen based on the coal mine seam thickness, which is assumed to be 2.13 - 2.74 m (84 - 108 in.) thick (Illinois  Department of Natural Resources 2006). The 25M Series continuous miner is designed for seam heights ranging from 1.12 - 2.90 m (44 - 114 in.) with a load rate of 23 metric tonnes (25.4 short tons) per minute. From the continuous miner, coal is loaded onto a conveyor for transport to the surface, where it is cleaned, stored, and loaded onto a train under LC Stage #1, for transport under LC Stage #2.

A graphical overview of the boundary of this unit process is available in the associated documentation (see Citation and Associated Documentation section below). Emissions related to the physical assembly of the continuous miner (e.g., that are emitted while putting together the components of a continuous miner, including transport of those components) are not included in this study boundary. The continuous miner constructed in this unit process is incorporated into the underground coal mine construction assembly processes for LC Stage #1 for coal.

The total weight of a continuous miner was readily available, but reliable data for the material breakdown of continuous miner subcomponents were not. Therefore, the continuous miner was assumed to be composed entirely of steel plate. Upstream emissions from the production of raw materials used for the construction of the continuous miner (e.g., steel plate) are calculated outside the boundary of this unit process, based on proprietary profiles available within the LCI databases.

Relevant properties and assumptions used to calculate the amount of steel plate contained in a single continuous miner are available in the Supporting Information. Based on assumptions made, the total weight for one continuous miner is estimated to be approximately 56,700 kg (125,000 lbs) (Bucyrus 2008a and 2008b). Assuming that the continuous miner is constructed entirely of steel plate, the total weight is assigned to this material. Additional details regarding input and output flows, including calculation methods, are contained in the associated documentation.

CITATION AND ASSOCIATED DOCUMENTATION
This document should be cited as: 
National Energy Technology Laboratory (NETL). 2015. NETL Life Cycle Inventory Data – Unit Process: Continuous coal miner; Manufacture; At underground mine; 563 kW. U.S. Department of Energy, National Energy Technology Laboratory. Last Updated: September 2015 (Version 01). Retrieved on [DATE] from [URL for this dataset].

This dataset is part of the NETL Unit Process Library.  The Library offers additional information concerning this dataset in the form of a Detailed Spreadsheet  Documentation (DS) file and a Process Documentation File (DF).  The DS file  is an Excel file that contains all of the parameters, inputs, and outputs for a given system as well as background data, calculations and quality scores.  The DF file is a PDF document that contains major assumptions and data sources that are the basis for each unit process.  The NETL Unit Process Library is located on the NETL website (netl.doe.gov) under Research / Energy Analysis / Energy Trends and Issues / Life Cycle Analysis / Unit Process Library.

This dataset was converted directly from the DS with additional supporting information provided by the DF.  Full citations for the DS and DF are given below.

DS File
National Energy Technology Laboratory (NETL). 2010. NETL Life Cycle Inventory Data – Unit Process: Continuous Miner, 755 Horsepower, Construction. U.S. Department of Energy, National Energy Technology Laboratory. Last Updated: January 2010 (version 01). Retrieved on 6/30/2014 from: http://www.netl.doe.gov/File%20Library/Research/Energy%20Analysis/Life%20Cycle%20Analysis/UP_Library/DS_Stage1_C_Continuous_Miner_755_HP_2010-01.xls

DF File
National Energy Technology Laboratory (NETL). 2010. NETL Life Cycle Inventory Data – Unit Process: Continuous Miner, 755 Horsepower, Construction. U.S. Department of Energy, National Energy Technology Laboratory. Last Updated: January 2010 (version 01). Retrieved on 6/30/2014 from: http://www.netl.doe.gov/File%20Library/Research/Energy%20Analysis/Life%20Cycle%20Analysis/UP_Library/DF_Stage1_C_Continuous_Miner_755_HP_2010-01.pdf",1,Item(s),42988.8222,0,0,0,0,41534.85307,31.5054679,2.15779634,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,48-49: Transportation and Warehousing,4842: Specialized Freight Trucking,"Corn grain, at conversion plant, 2022",9109d57c-8234-3569-a2e6-0e4671b524d9,RNA,North America,UNIT_PROCESS,"This process transports corn grain to the conversion plant. It does so using transportation modal allocation from the USDA Ethanol Backgrounder (2007), assuming this current allocation will apply in 2022. Distances for each mode are from a combination of references; still missing a good distance estimate for barge, but since the share of barge transportation is ~2%, the final result will not be sensititive to this parameter.Infrastructure impacts are included in this process by calling the Ecoinvent ""transport"" processes.
The production of corn grain feedstock utilized in this transport process allocates inputs to the stover and grain based on the amount of ethanol that can be produced from each co-product (so-called ""EtOH allocation"").",1,kg,0.171331174,0.00038866,0.000179016,4.34E-10,0.004181724,0.163288888,9.31E-05,2.05E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn grain,43.00%,FALSE,N/A,0.43,1.576,-1.40E+00,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production","11: Agriculture, Forestry, Fishing and Hunting",1151: Support Activities for Crop Production,"Corn grain, harvested and stored",8504caf4-bea5-3ab2-b8f9-d4861e819f92,RNA,North America,UNIT_PROCESS,,1,kg,0.160796031,0.00034744,0.000171797,4.13E-10,0.002748228,0.152853113,9.18E-05,2.03E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn grain,43.00%,FALSE,N/A,0.43,1.576,-1.41E+00,Gaussian,FALSE,FALSE,N/A,N/A
31-33: Manufacturing/3112: Grain and Oilseed Milling,31-33: Manufacturing,3112: Grain and Oilseed Milling,Corn steep liquor,68f4d066-5043-34cc-a944-5041732f8e7a,RNA,North America,UNIT_PROCESS,"Taken from Sheehan, Corn Stover Ethanol LCA. (Directly from TEAM). The corn steep liquor production involves the steeping of harvested corn for a period of from 24 to 48 hours in a light sulfurous acid solution. The production of sulfurous acid was assumed to be negligible. The only emissions were SOx from the steeping tanks. Emission factors provided by USA EPA AP-42.  All of the production burdens from corn are assumed to be allocated to the production of the steeping liquor.&#xD;&#xA;",1,kg,0.008801049,0.0084624,0.000142429,0,0.000742964,0.006861,1.06E-05,6.21E-06,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,Unspecified,47.90%,FALSE,N/A,0.4788,1.755,-1.75E+00,Gaussian,FALSE,FALSE,N/A,N/A
48-49: Transportation and Warehousing/4842: Specialized Freight Trucking,48-49: Transportation and Warehousing,4842: Specialized Freight Trucking,"Corn stover, at conversion plant, 2022",8ccbedef-d726-3fae-a848-a6d41aeab5a4,RNA,North America,UNIT_PROCESS,"This process transports corn stover to the conversion plant. It does so using transportation modal allocation from the USDA Ethanol Backgrounder (2007), assuming those current allocations are applicable to stover and for year 2022. Distances for each mode are from a combination of references; still missing a good distance estimate for barge, but since the share of barge transportation is ~2%, the final result will not be sensititive to this parameter. Infrastructure impacts are included in this process by calling the Ecoinvent ""transport"" processes. 
The production of corn stover feedstock utilized in this transport process assigns inputs to corn stover based on activities and inputs that are required for the growth and harvest and preprocessing of corn stover and none of the activities or inputs that would normally be used to produce, harvest and preprocess corn grain (so-called ""incremental allocation"").",1,kg,7.029994318,0.027852282,0.005115989,1.57E-08,0.908636932,6.921323296,0.001112769,0.000292094,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn stover,43.50%,FALSE,N/A,0.4352,1.595,5.44E+00,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production","11: Agriculture, Forestry, Fishing and Hunting",1151: Support Activities for Crop Production,"Corn stover, carted",c0138d7e-3eac-3b37-b27a-58c9d5a2d1cf,RNA,North America,UNIT_PROCESS,,1,kg,0.035255405,0.001502492,0.000218226,1.25E-11,0.000568589,0.006102667,2.17E-05,0.000107716,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn stover,43.50%,FALSE,N/A,0.4352,1.595,-1.56E+00,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1151: Support Activities for Crop Production","11: Agriculture, Forestry, Fishing and Hunting",1151: Support Activities for Crop Production,"Corn stover, ground and stored",4be84642-28cb-3508-9189-d8afcec42d92,RNA,North America,UNIT_PROCESS,"Taken from Sheehan, Corn Stover Ethanol LCA. (Directly from TEAM). The corn steep liquor production involves the steeping of harvested corn for a period of from 24 to 48 hours in a light sulfurous acid solution. The production of sulfurous acid was assumed to be negligible. The only emissions were SOx from the steeping tanks. Emission factors provided by USA EPA AP-42.  All of the production burdens from corn are assumed to be allocated to the production of the steeping liquor.",1,kg,0.09725245,0.002035883,0.000285298,7.93E-10,0.003124782,0.057139383,0.000121208,0.000138501,0.035455071,7.67E-05,4.06E-06,5.28E-10,0.001630398,0.033552207,6.35E-05,4.24E-07,0.2206404,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn stover,43.50%,FALSE,N/A,0.4352,1.595,-1.50E+00,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1111: Oilseed and Grain Farming","11: Agriculture, Forestry, Fishing and Hunting",1111: Oilseed and Grain Farming,"Corn stover, production, average, US, 2022",4d09380a-6297-392c-b1bb-74534b4d3d8e,RNA,North America,UNIT_PROCESS,"Corn stover based on  US average corn yeilds and practices extrapolated from historic data to 2022. Includes all crop production processes from field preperation to harvest. Infrastructure, maintenance, and construction of faciilities and equipment is included. Loading/unloading,transport, and storage of material is not included. Grain and components are assumed to be at field-dry conditions of 15.5% moisture. 

The stover process has been seperated from corn to allow for incremental allocation. Only processes directly attributed to stover collection are counted. These processes include additional harvesting energy for single pass harvest, additional nutrients, and hay substitition for loss of potential over-winter cattle feed.

Process has been reviewed by Dr. Dwayne Westfall, Dept Soil and Crop Sciences, Colorado State University. Date of review Sept 10 - 30 2008.                                                                                                             Data from NASS where available. Extrapolation of existing data to 2022 estimates.  Mass based between stover and grain.",1,kg,0.043254481,0.001922907,0.000279201,1.22E-11,0.000427083,0.005790125,2.77E-05,0.000138448,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn stover,43.50%,FALSE,N/A,0.4352,1.595,-1.55E+00,Gaussian,FALSE,FALSE,N/A,N/A
31-33: Manufacturing/3112: Grain and Oilseed Milling,31-33: Manufacturing,3112: Grain and Oilseed Milling,"Corn wet mill, gluten drying, AP-42",097d2f2c-d006-3b27-84de-98e6a364e411,RNA,North America,UNIT_PROCESS,Gluten drying by indirect-fired rotary dryer with product recovery cyclone. Direct-fired rotary dryer has emissions factor of 0.27.,1,kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
31-33: Manufacturing/3112: Grain and Oilseed Milling,31-33: Manufacturing,3112: Grain and Oilseed Milling,"Corn wet milling, operations, AP-42",c7fec37a-a023-3563-84d6-fa33a6b19f2f,RNA,North America,UNIT_PROCESS,,1,kg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1111: Oilseed and Grain Farming","11: Agriculture, Forestry, Fishing and Hunting",1111: Oilseed and Grain Farming,"Corn, decomposition, 15.5% moisture",6e19103d-ed39-3b71-8c51-0c65b85002a4,RNA,North America,UNIT_PROCESS,,1,kg,1.4,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,FALSE,N/A,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1111: Oilseed and Grain Farming","11: Agriculture, Forestry, Fishing and Hunting",1111: Oilseed and Grain Farming,"Corn, production, average, US, 2022",1cbbcd09-ea17-3d9b-bc34-2cf42efe26ba,RNA,North America,UNIT_PROCESS, ,1,kg,0.073095323,0.000316716,0.000160695,3.85E-10,0.002187894,0.065604653,8.65E-05,1.91E-05,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn grain,43.00%,FALSE,N/A,0.43,1.576,-1.50E+00,Gaussian,FALSE,FALSE,N/A,N/A
"11: Agriculture, Forestry, Fishing and Hunting/1111: Oilseed and Grain Farming","11: Agriculture, Forestry, Fishing and Hunting",1111: Oilseed and Grain Farming,"Corn, whole plant, at field",11256034-2355-3add-ade9-59983025dded,RNA,North America,UNIT_PROCESS,"Agricultural Crop Production, Harvested acres represent 91% of the planted acres (1998-2000 US average).
1 bu (corn) = 56 lbs.
The impacts of producing 1 kg of seed are assumed equal to those of producing 1kg of grain.
For water, only consumptive use is taken into account (i.e. 60.7% of the total water consumption).
Important note: although most of the data in the US LCI database has 
undergone some sort of review, the database as a whole has not yet 
undergone a formal validation process.
Please email comments to lci@nrel.gov.",1,kg,0.270196587,0.004781501,0.003312,4.90E-10,0.08853939,0.113002903,0.000105353,0.000582038,0.007057577,1.53E-05,8.08E-07,1.05E-10,0.000324542,0.006678799,1.26E-05,8.44E-08,0.04392,MJ,0.0461678,0.000333774,3.75E-05,7.78E-11,0.011705117,0.045006261,2.90E-05,1.32E-06,0.576113159,MJ,0,0,0,0,0,0,0,0,0,MJ,,,,,,,,,,,,,,TRUE,corn stover,43.50%,FALSE,N/A,0.4352,1.595,-1.32E+00,Gaussian,FALSE,FALSE,N/A,N/A
