Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP (AR5) [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP (AR5),electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP (AR5),nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP (AR5),renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Uinta,39c5666d-d128-3ccc-8c39-813b27342e0e,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.01626510695431954,8.440957932515806e-05,5.22389446592562e-06,0.0,0.002920711694917292,0.009638416255043393,0.00023545861469101163,1.2773391130674882e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - RFO PADD 2,dc23b370-e5cb-30b6-8245-d5801cc0f7d5,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data was used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.0148529233190526,1.1991890600658284e-05,7.14306491325047e-07,2.1155380661766178e-11,0.00032149791497778865,0.011404495392848915,0.00012199889411593996,1.0942115555562434e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Green River,5d2c8c18-5a12-39b1-8c45-376615518788,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.013925922593318771,8.217135903515063e-05,5.087184576429371e-06,0.0,0.0028474284585762477,0.00947987677538569,0.0001575799569149721,1.2757367123654943e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Idaho Power Company,a82e7fb8-6982-311f-a910-456616f93812,,UNIT_PROCESS,Electricity generation mix in the Idaho Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.0300114889188243,7.396086761592056e-05,7.359229045912181e-06,4.781871162414246e-11,0.0024546148733491035,0.02743218085825975,9.017748317551239e-05,1.5192979499904212e-07,0.0300114889188243,7.396086761592056e-05,7.359229045912181e-06,4.781871162414246e-11,0.0024546148733491035,0.02743218085825975,9.017748317551239e-05,1.5192979499904212e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - NorthWestern Corporation - BA,fdf79353-fbd3-30b4-aa15-267a212b9da4,,UNIT_PROCESS,Electricity consumption mix using power plants in the NorthWestern Corporation region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.2040832928756376,0.00038341336621803293,1.5397494620196382e-05,4.704466040063447e-09,0.006109938424704529,0.20015629351546615,0.00010984406175056708,3.0736898845837514e-06,0.2040832928756376,0.00038341336621803293,1.5397494620196382e-05,4.704466040063447e-09,0.006109938424704529,0.20015629351546615,0.00010984406175056708,3.0736898845837514e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Anadarko,7285b97b-c655-3352-8f7f-b0709c45922b,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.01706481537763951,9.892762904496597e-05,6.104103805982783e-06,0.0,0.0033237400260908443,0.010320776676116722,0.00023958873229061681,1.341667771206411e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - RFO PADD 3,e66feab0-54e1-347e-bb0a-2e93dca7d48f,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data was used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.024097616991327092,2.9374176152038814e-05,1.7240844979743495e-06,3.764671820026866e-11,0.0007081441839719796,0.0196002245904687,0.00015870041600709976,1.8280440845773202e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; consumption mix - Florida Power & Light Co. - BA,ba6c7a86-9e38-357a-a11b-6fd0945a2e5e,,UNIT_PROCESS,Electricity consumption mix using power plants in the Florida Power & Light Co. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.12460724231015946,0.00024894331354560756,1.7213359651297614e-05,3.176799291994885e-10,0.007399630589246169,0.11715748149436514,0.00025578662627150566,9.590803404300339e-07,0.12460724231015946,0.00024894331354560756,1.7213359651297614e-05,3.176799291994885e-10,0.007399630589246169,0.11715748149436514,0.00025578662627150566,9.590803404300339e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; generation mix - Gila River Power, LLC",fa3c1da6-732d-3554-93ec-6e9dd02a6705,,UNIT_PROCESS,"Electricity generation mix in the Gila River Power, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.15632152621353343,0.0004400904530133872,2.955832248881394e-05,1.6665318198011267e-10,0.015388421901770104,0.13205055369613736,0.0008614877175345414,4.883168480889168e-07,0.15632152621353343,0.0004400904530133872,2.955832248881394e-05,1.6665318198011267e-10,0.015388421901770104,0.13205055369613736,0.0008614877175345414,4.883168480889168e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - New Smyrna Beach, Utilities Commission of - BA",e63d16a5-d112-3572-9a5e-fab2bfcbedfd,,UNIT_PROCESS,"Electricity consumption mix using power plants in the New Smyrna Beach, Utilities Commission of region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-33: Manufacturing/3241: Petroleum and Coal Products Manufacturing,petroleum extraction and processing - DFO PADD 5,b5f585ea-a588-39bb-81dd-fac996980d86,,LCI_RESULT,"The cradle-to-gate inventory for production of refinery products (residual fuel oil or diesel fuel oil) for each U.S. Petroleum Administration for Defense District (PADD). The method for generating the inventory largely follows the method detailed in the journal article below, but in this case 2016 data was used for determining crude mixes new versions of the model were used. Additionally, OPGEE was used to provide only the amounts of various fuels used in the production of crude, and NETL unit processes were used for combustion of those fuels to provide a more complete inventory.
https://pubs.acs.org/doi/abs/10.1021/acs.est.6b02819
The model is constructed to provide the inventory for diesel fuel oil or residual fuel oil based on PADD. This inventory includes crude extraction (foreign and domestic), crude transportation, crude refining, and fuel transportation.  This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.03691643062049335,4.1490358804870564e-05,2.443361465572513e-06,3.8140610030989327e-11,0.0011265303442159513,0.030442017334891137,0.00022751352057984544,3.465002200937477e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at user; consumption mix - Western Area Power Administration - Desert Southwest Region - BA,c3557d8e-c91a-3e9c-bb90-47fe970a00ec,,UNIT_PROCESS,Electricity distribution to end user in the Western Area Power Administration - Desert Southwest Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.11682066826752584,0.00021778638588623413,1.2884817108026219e-05,1.6316800182657019e-09,0.006203266550378167,0.10977383347060335,0.00023782314276752194,1.373100300374895e-06,0.11682066826752584,0.00021778638588623413,1.2884817108026219e-05,1.6316800182657019e-09,0.006203266550378167,0.10977383347060335,0.00023782314276752194,1.373100300374895e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; consumption mix - Arlington Valley, LLC - AVBA - BA",d7f09b44-a4d6-3b83-9a11-28e977c200ee,,UNIT_PROCESS,"Electricity consumption mix using power plants in the Arlington Valley, LLC - AVBA region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.1608219098606046,0.0002427466708258541,1.6873698268005695e-05,1.507077061623079e-10,0.008556270781250661,0.1355573197741549,0.0008969491307674207,4.981403738628811e-07,0.1608219098606046,0.0002427466708258541,1.6873698268005695e-05,1.507077061623079e-10,0.008556270781250661,0.1355573197741549,0.0008969491307674207,4.981403738628811e-07,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution","Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans",a69192a9-0193-350f-ae7a-b24357e2838f,,UNIT_PROCESS,"Electricity generation mix in the Southern Company Services, Inc. - Trans region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.1700641374021918,0.00030767223388900733,1.919430510491311e-05,1.8890905179392065e-09,0.00767889089182942,0.16219860494525165,0.0002622170202092091,1.8045453773464996e-06,0.1700641374021918,0.00030767223388900733,1.919430510491311e-05,1.8890905179392065e-09,0.00767889089182942,0.16219860494525165,0.0002622170202092091,1.8045453773464996e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - East Texas,111b690d-a86d-3388-8980-8fb6f1d1bb34,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.015034794567699444,8.562058126058988e-05,5.308944950478842e-06,0.0,0.0029890079361745976,0.009621165131867077,0.0001921454379886516,1.266308329020555e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
22: Utilities/2212: Natural Gas Distribution,natural gas extraction and processing - Gulf,f744690b-98a0-3a09-bf7d-70ec6fcb4cae,,LCI_RESULT,"The cradle-to-gate inventory for production of gas aggregated to basin. The NETL natural gas life cycle model includes parameters to generate inventories for natural gas extraction based on basin and geology which determines the gas extraction type (e.g., Appalachian Shale using hydraulic fracturing). 2016 natural gas production then informs the amount of each type of technology/region that form the mix in the regions. These can be further aggregated to a US average. More details are in the natural gas upstream report at the link below
https://www.netl.doe.gov/energy-analysis/details?id=3198 This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.",1.0,MJ,0.024926560507813684,0.0002112505184762138,1.3215825512550272e-05,0.0,0.007334119188963788,0.01729812185932712,0.0002711956977033621,1.319211749424182e-07,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
"22: Utilities/2211: Electric Power Generation, Transmission and Distribution",Electricity; at grid; generation mix - Tampa Electric Company,e596ff4f-6050-3c0b-9689-e65620b395a3,,UNIT_PROCESS,Electricity generation mix in the Tampa Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 1.0.1 using the ELCI_1 configuration.,1.0,MJ,0.20577661477581977,0.0004224188016202234,2.193813406459608e-05,1.7883524363413103e-09,0.00922756403863088,0.1955131115366561,0.0003425326389965073,2.41615292956116e-06,0.20577661477581977,0.0004224188016202234,2.193813406459608e-05,1.7883524363413103e-09,0.00922756403863088,0.1955131115366561,0.0003425326389965073,2.41615292956116e-06,1.0,MJ,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,MJ
