USZIP,County,City,State,State_Code
16263,Armstrong,Yatesboro,Pennsylvania,PA
61572,Knox,Yates city,Illinois,IL
66783,Woodson,Yates center,Kansas,KS
87375,McKinley,Yatahey,New mexico,NM
85362,Yavapai,Yarnell,Arizona,AZ
2675,Barnstable,Yarmouth port,Massachusetts,MA
4096,Cumberland,Yarmouth,Maine,ME
52660,Des Moines,Yarmouth,Iowa,IA
8620,Mercer,Yardville,New jersey,NJ
19067,Bucks,Yardley,Pennsylvania,PA
11980,Suffolk,Yaphank,New york,NY
75497,Wood,Yantis,Texas,TX
57078,Yankton,Yankton,South dakota,SD
34498,Levy,Yankeetown,Florida,FL
27379,Caswell,Yanceyville,North carolina,NC
22932,Albemarle,Yancey mills,Virginia,VA
78886,Medina,Yancey,Texas,TX
80483,Routt,Yampa,Colorado,CO
97148,Yamhill,Yamhill,Oregon,OR
23897,Sussex,Yale,Virginia,VA
50277,Guthrie,Yale,Iowa,IA
57386,Beadle,Yale,South dakota,SD
62481,Jasper,Yale,Illinois,IL
74085,Payne,Yale,Oklahoma,OK
34797,Lake,Yalaha,Florida,FL
99689,Yakutat Borou,Yakutat,Alaska,AK
98902,Yakima,Yakima,Washington,WA
27055,Yadkin,Yadkinville,North carolina,NC
98675,Clark,Yacolt,Washington,WA
97498,Lincoln,Yachats,Oregon,OR
45385,Greene,Xenia,Ohio,OH
62899,Clay,Xenia,Illinois,IL
4497,Aroostook,Wytopitlock,Maine,ME
24382,Wythe,Wytheville,Virginia,VA
18854,Bradford,Wysox,Pennsylvania,PA
19610,Berks,Wyomissing,Pennsylvania,PA
14591,Wyoming,Wyoming,New york,NY
18644,Luzerne,Wyoming,Pennsylvania,PA
24898,Wyoming,Wyoming,West virginia,WV
49509,Kent,Wyoming,Michigan,MI
52362,Jones,Wyoming,Iowa,IA
61491,Stark,Wyoming,Illinois,IL
59089,Big Horn,Wyola,Montana,MT
53969,Columbia,Wyocena,Wisconsin,WI
68792,Cedar,Wynot,Nebraska,NE
74084,Osage,Wynona,Oklahoma,OK
19096,Montgomery,Wynnewood,Pennsylvania,PA
73098,Garvin,Wynnewood,Oklahoma,OK
72396,Cross,Wynne,Arkansas,AR
58081,Richland,Wyndmere,North dakota,ND
19095,Montgomery,Wyncote,Pennsylvania,PA
12198,Rensselaer,Wynantskill,New york,NY
68466,Gage,Wymore,Nebraska,NE
26254,Randolph,Wymer,West virginia,WV
23976,Charlotte,Wylliesburg,Virginia,VA
75098,Collin,Wylie,Texas,TX
55990,Fillmore,Wykoff,Minnesota,MN
54660,Monroe,Wyeville,Wisconsin,WI
21679,Talbot,Wye mills,Maryland,MD
18980,Bucks,Wycombe,Pennsylvania,PA
7481,Bergen,Wyckoff,New jersey,NJ
26463,Harrison,Wyatt,West virginia,WV
46595,St. Joseph,Wyatt,Indiana,IN
63882,Mississippi,Wyatt,Missouri,MO
82845,Sheridan,Wyarno,Wyoming,WY
15695,Westmoreland,Wyano,Pennsylvania,PA
61379,Bureau,Wyanet,Illinois,IL
74370,Ottawa,Wyandotte,Oklahoma,OK
18853,Bradford,Wyalusing,Pennsylvania,PA
63474,Clark,Wyaconda,Missouri,MO
12790,Sullivan,Wurtsboro,New york,NY
37098,Hickman,Wrigley,Tennessee,TN
92397,San Bernardino,Wrightwood,California,CA
28480,New Hanover,Wrightsville bea,North carolina,NC
17368,York,Wrightsville,Pennsylvania,PA
31096,Johnson,Wrightsville,Georgia,GA
72183,Pulaski,Wrightsville,Arkansas,AR
8562,Burlington,Wrightstown,New jersey,NJ
54180,Brown,Wrightstown,Wisconsin,WI
63390,Warren,Wright city,Missouri,MO
74766,McCurtain,Wright city,Oklahoma,OK
55798,Carlton,Wright,Minnesota,MN
67882,Ford,Wright,Kansas,KS
82732,Campbell,Wright,Wyoming,WY
2093,Norfolk,Wrentham,Massachusetts,MA
55797,Carlton,Wrenshall,Minnesota,MN
30833,Jefferson,Wrens,Georgia,GA
45899,Van Wert,Wren,Ohio,OH
31798,Irwin,Wray,Georgia,GA
99929,Wrangell-Petersburg Census Area,Wrangell,Alaska,AK
57794,Shannon,Wounded knee,South dakota,SD
21678,Kent,Worton,Maryland,MD
15784,Jefferson,Worthville,Pennsylvania,PA
41098,Owen,Worthville,Kentucky,KY
32697,Union,Worthington spri,Florida,FL
1098,Hampshire,Worthington,Massachusetts,MA
26591,Marion,Worthington,West virginia,WV
41183,Greenup,Worthington,Kentucky,KY
43085,Franklin,Worthington,Ohio,OH
47471,Greene,Worthington,Indiana,IN
52078,Dubuque,Worthington,Iowa,IA
56187,Nobles,Worthington,Minnesota,MN
63567,Putnam,Worthington,Missouri,MO
57077,Lincoln,Worthing,South dakota,SD
76693,Freestone,Wortham,Texas,TX
60482,Cook,Worth,Illinois,IL
64499,Worth,Worth,Missouri,MO
17043,Cumberland,Wormleysburg,Pennsylvania,PA
83876,Kootenai,Worley,Idaho,ID
60526,Cook,World of beauty,Illinois,IL
82401,Washakie,Worland,Wyoming,WY
59088,Yellowstone,Worden,Montana,MT
62097,Madison,Worden,Illinois,IL
1602,Worcester,Worcester,Massachusetts,MA
1603,Worcester,Worcester,Massachusetts,MA
1604,Worcester,Worcester,Massachusetts,MA
1605,Worcester,Worcester,Massachusetts,MA
1606,Worcester,Worcester,Massachusetts,MA
1607,Worcester,Worcester,Massachusetts,MA
1608,Worcester,Worcester,Massachusetts,MA
1609,Worcester,Worcester,Massachusetts,MA
1610,Worcester,Worcester,Massachusetts,MA
5682,Washington,Worcester,Vermont,VT
12197,Otsego,Worcester,New york,NY
61091,Ogle,Woosung,Illinois,IL
44691,Wayne,Wooster,Ohio,OH
72181,Faulkner,Wooster,Arkansas,AR
57385,Sanborn,Woonsocket,South dakota,SD
24185,Patrick,Woolwine,Virginia,VA
4579,Sagadahoc,Woolwich,Maine,ME
50599,Wright,Woolstock,Iowa,IA
30214,Fayette,Woolsey,Georgia,GA
40999,Knox,Woollum,Kentucky,KY
21677,Dorchester,Woolford,Maryland,MD
65287,Cooper,Wooldridge,Missouri,MO
81656,Pitkin,Woody creek,Colorado,CO
93287,Kern,Woody,California,CA
58496,Stutsman,Woodworth,North dakota,ND
71485,Rapides Parish,Woodworth,Louisiana,LA
76712,McLennan,Woodway,Texas,TX
98020,Snohomish,Woodway,Washington,WA
16882,Centre,Woodward,Pennsylvania,PA
50276,Dallas,Woodward,Iowa,IA
73801,Woodward,Woodward,Oklahoma,OK
73802,Woodward,Woodward,Oklahoma,OK
22749,Rappahannock,Woodville,Virginia,VA
35776,Jackson,Woodville,Alabama,AL
39669,Wilkinson,Woodville,Mississippi,MS
43469,Sandusky,Woodville,Ohio,OH
54028,St. Croix,Woodville,Wisconsin,WI
3785,Grafton,Woodsville,New hampshire,NH
8098,Salem,Woodstown,New jersey,NJ
67675,Rooks,Woodston,Kansas,KS
6282,Windham,Woodstock valley,Connecticut,CT
5091,Windsor,Woodstock,Vermont,VT
6281,Windham,Woodstock,Connecticut,CT
12498,Ulster,Woodstock,New york,NY
22664,Shenandoah,Woodstock,Virginia,VA
30188,Cherokee,Woodstock,Georgia,GA
35188,Bibb,Woodstock,Alabama,AL
43084,Champaign,Woodstock,Ohio,OH
56186,Pipestone,Woodstock,Minnesota,MN
60098,McHenry,Woodstock,Illinois,IL
62695,Morgan,Woodson,Illinois,IL
72180,Pulaski,Woodson,Arkansas,AR
76491,Throckmorton,Woodson,Texas,TX
11377,Queens,Woodside,New york,NY
19980,Kent,Woodside,Delaware,DE
94062,San Mateo,Woodside,California,CA
21798,Frederick,Woodsboro,Maryland,MD
78393,Refugio,Woodsboro,Texas,TX
2543,Barnstable,Woods hole,Massachusetts,MA
84087,Davis,Woods cross,Utah,UT
24401,Staunton city,Woodrum,Virginia,VA
29388,Spartanburg,Woodruff,South carolina,SC
54568,Vilas,Woodruff,Wisconsin,WI
84086,Rich,Woodruff,Utah,UT
85942,Navajo,Woodruff,Arizona,AZ
22939,Augusta,Woodrow wilson,Virginia,VA
12789,Sullivan,Woodridge,New york,NY
60517,DuPage,Woodridge,Illinois,IL
11598,Nassau,Woodmere,New york,NY
53827,Grant,Woodman,Wisconsin,WI
19094,Delaware,Woodlyn,Pennsylvania,PA
27054,Rowan,Woodleaf,North carolina,NC
24381,Carroll,Woodlawn,Virginia,VA
37191,Montgomery,Woodlawn,Tennessee,TN
62898,Jefferson,Woodlawn,Illinois,IL
80863,Teller,Woodland park,Colorado,CO
80866,Teller,Woodland park,Colorado,CO
84653,Utah,Woodland hills,Utah,UT
91364,Los Angeles,Woodland hills,California,CA
91367,Los Angeles,Woodland hills,California,CA
4694,Washington,Woodland,Maine,ME
16881,Clearfield,Woodland,Pennsylvania,PA
31836,Talbot,Woodland,Georgia,GA
36280,Randolph,Woodland,Alabama,AL
39776,Chickasaw,Woodland,Mississippi,MS
48897,Barry,Woodland,Michigan,MI
60974,Iroquois,Woodland,Illinois,IL
95695,Yolo,Woodland,California,CA
95776,Yolo,Woodland,California,CA
98674,Cowlitz,Woodland,Washington,WA
93286,Tulare,Woodlake,California,CA
98072,King,Woodinville,Washington,WA
14898,Steuben,Woodhull,New york,NY
61490,Henry,Woodhull,Illinois,IL
11421,Queens,Woodhaven,New york,NY
48183,Wayne,Woodhaven,Michigan,MI
22580,Caroline,Woodford,Virginia,VA
8097,Gloucester,Woodbury heights,New jersey,NJ
5681,Washington,Woodbury,Vermont,VT
6798,Litchfield,Woodbury,Connecticut,CT
11797,Nassau,Woodbury,New york,NY
16695,Bedford,Woodbury,Pennsylvania,PA
30293,Meriwether,Woodbury,Georgia,GA
37190,Cannon,Woodbury,Tennessee,TN
55125,Washington,Woodbury,Minnesota,MN
42170,Warren,Woodburn,Kentucky,KY
46797,Allen,Woodburn,Indiana,IN
50275,Clarke,Woodburn,Iowa,IA
97071,Marion,Woodburn,Oregon,OR
6525,New Haven,Woodbridge,Connecticut,CT
7095,Middlesex,Woodbridge,New jersey,NJ
22191,Prince William,Woodbridge,Virginia,VA
47408,Monroe,Woodbridge,Indiana,IN
95258,San Joaquin,Woodbridge,California,CA
12788,Sullivan,Woodbourne,New york,NY
21797,Howard,Woodbine,Maryland,MD
31569,Camden,Woodbine,Georgia,GA
40771,Knox,Woodbine,Kentucky,KY
51579,Harrison,Woodbine,Iowa,IA
67492,Dickinson,Woodbine,Kansas,KS
22989,Madison,Woodberry forest,Virginia,VA
94973,Marin,Woodacre,California,CA
2894,Washington,Wood river junct,Rhode island,RI
62095,Madison,Wood river,Illinois,IL
68883,Hall,Wood river,Nebraska,NE
7075,Bergen,Wood ridge,New jersey,NJ
56297,Yellow Medicine,Wood lake,Minnesota,MN
69221,Cherry,Wood lake,Nebraska,NE
60191,DuPage,Wood dale,Illinois,IL
16694,Huntingdon,Wood,Pennsylvania,PA
57585,Mellette,Wood,South dakota,SD
53968,Juneau,Wonewoc,Wisconsin,WI
60097,McHenry,Wonder lake,Illinois,IL
3897,Carroll,Wonalancet,New hampshire,NH
19567,Berks,Womelsdorf,Pennsylvania,PA
56594,Wilkin,Wolverton,Minnesota,MN
48390,Oakland,Wolverine lake,Michigan,MI
49799,Cheboygan,Wolverine,Michigan,MI
57384,Beadle,Wolsey,South dakota,SD
58740,Renville,Wolseth,North dakota,ND
58385,Pierce,Wolford,North dakota,ND
79382,Lubbock,Wolfforth,Texas,TX
3894,Carroll,Wolfeboro,New hampshire,NH
75496,Hunt,Wolfe city,Texas,TX
59201,Roosevelt,Wolf point,Montana,MT
62998,Union,Wolf lake,Illinois,IL
59648,Lewis and Clark,Wolf creek,Montana,MT
46795,Lagrange,Wolcottville,Indiana,IN
5680,Lamoille,Wolcott,Vermont,VT
6716,New Haven,Wolcott,Connecticut,CT
14590,Wayne,Wolcott,New york,NY
47995,White,Wolcott,Indiana,IN
81655,Eagle,Wolcott,Colorado,CO
68882,Greeley,Wolbach,Nebraska,NE
93285,Kern,Wofford heights,California,CA
50484,Hancock,Woden,Iowa,IA
75978,Nacogdoches,Woden,Texas,TX
1801,Middlesex,Woburn,Massachusetts,MA
48393,Oakland,Wixom,Michigan,MI
72686,Searcy,Witts springs,Arkansas,AR
85361,Maricopa,Wittmann,Arizona,AZ
21676,Talbot,Wittman,Maryland,MD
95493,Lake,Witter springs,California,CA
72776,Madison,Witter,Arkansas,AR
41274,Johnson,Wittensville,Kentucky,KY
54499,Shawano,Wittenberg,Wisconsin,WI
57584,Tripp,Witten,South dakota,SD
62094,Montgomery,Witt,Illinois,IL
54498,Clark,Withee,Wisconsin,WI
23488,Accomack,Withams,Virginia,VA
74966,Le Flore,Wister,Oklahoma,OK
68791,Cuming,Wisner,Nebraska,NE
71378,Franklin Parish,Wisner,Louisiana,LA
98673,Klickitat,Wishram,Washington,WA
93669,Madera,Wishon,California,CA
72587,Izard,Wiseman,Arkansas,AR
59762,Beaverhead,Wise river,Montana,MT
24293,Wise,Wise,Virginia,VA
59761,Beaverhead,Wisdom,Montana,MT
54494,Wood,Wisconsin rapids,Wisconsin,WI
54495,Wood,Wisconsin rapids,Wisconsin,WI
53965,Columbia,Wisconsin dells,Wisconsin,WI
4578,Lincoln,Wiscasset,Maine,ME
24184,Franklin,Wirtz,Virginia,VA
56688,Itasca,Wirt,Minnesota,MN
50274,Cass,Wiota,Iowa,IA
27986,Hertford,Winton,North carolina,NC
55796,St. Louis,Winton,Minnesota,MN
95388,Merced,Winton,California,CA
60096,Lake,Winthrop harbor,Illinois,IL
2152,Suffolk,Winthrop,Massachusetts,MA
4364,Kennebec,Winthrop,Maine,ME
13697,St. Lawrence,Winthrop,New york,NY
50682,Buchanan,Winthrop,Iowa,IA
55396,Sibley,Winthrop,Minnesota,MN
71866,Little River,Winthrop,Arkansas,AR
98862,Okanogan,Winthrop,Washington,WA
28590,Pitt,Winterville,North carolina,NC
30683,Clarke,Winterville,Georgia,GA
43952,Jefferson,Wintersville,Ohio,OH
50273,Madison,Winterset,Iowa,IA
79567,Runnels,Winters,Texas,TX
95694,Yolo,Winters,California,CA
4496,Waldo,Winterport,Maine,ME
22958,Nelson,Wintergreen,Virginia,VA
32708,Seminole,Winter springs,Florida,FL
32789,Orange,Winter park,Florida,FL
80482,Grand,Winter park,Colorado,CO
33881,Polk,Winter haven,Florida,FL
4693,Hancock,Winter harbor,Maine,ME
34787,Orange,Winter garden,Florida,FL
27101,Forsyth,Winston salem,North carolina,NC
27103,Forsyth,Winston salem,North carolina,NC
27104,Forsyth,Winston salem,North carolina,NC
27105,Forsyth,Winston salem,North carolina,NC
27106,Forsyth,Winston salem,North carolina,NC
27107,Forsyth,Winston salem,North carolina,NC
27109,Forsyth,Winston salem,North carolina,NC
27127,Forsyth,Winston salem,North carolina,NC
30187,Douglas,Winston,Georgia,GA
64689,Daviess,Winston,Missouri,MO
87943,Sierra,Winston,New mexico,NM
97496,Douglas,Winston,Oregon,OR
6098,Litchfield,Winsted,Connecticut,CT
55395,McLeod,Winsted,Minnesota,MN
4901,Kennebec,Winslow,Maine,ME
8004,Camden,Winslow,New jersey,NJ
8095,Camden,Winslow,New jersey,NJ
47598,Pike,Winslow,Indiana,IN
61089,Stephenson,Winslow,Illinois,IL
72959,Washington,Winslow,Arkansas,AR
86047,Navajo,Winslow,Arizona,AZ
68790,Wayne,Winside,Nebraska,NE
5404,Chittenden,Winooski,Vermont,VT
46590,Kosciusko,Winona lake,Indiana,IN
25942,Fayette,Winona,West virginia,WV
38967,Montgomery,Winona,Mississippi,MS
65588,Shannon,Winona,Missouri,MO
67764,Logan,Winona,Kansas,KS
75792,Smith,Winona,Texas,TX
29180,Fairfield,Winnsboro,South carolina,SC
71295,Franklin Parish,Winnsboro,Louisiana,LA
75494,Wood,Winnsboro,Texas,TX
77665,Chambers,Winnie,Texas,TX
71483,Winn Parish,Winnfield,Louisiana,LA
59087,Petroleum,Winnett,Montana,MT
68789,Knox,Winnetoon,Nebraska,NE
91306,Los Angeles,Winnetka,California,CA
89445,Humboldt,Winnemucca,Nevada,NV
54986,Winnebago,Winneconne,Wisconsin,WI
54985,Winnebago,Winnebago,Wisconsin,WI
56098,Faribault,Winnebago,Minnesota,MN
61088,Winnebago,Winnebago,Illinois,IL
68071,Thurston,Winnebago,Nebraska,NE
28479,Brunswick,Winnabow,North carolina,NC
4495,Penobscot,Winn,Maine,ME
48896,Isabella,Winn,Michigan,MI
98596,Lewis,Winlock,Washington,WA
85292,Pinal,Winkelman,Arizona,AZ
79789,Winkler,Wink,Texas,TX
63566,Linn,Winigan,Missouri,MO
25214,Kanawha,Winifrede,West virginia,WV
66427,Marshall,Winifred,Kansas,KS
42088,Graves,Wingo,Kentucky,KY
24599,Nelson,Wingina,Virginia,VA
45789,Washington,Wingett run,Ohio,OH
56592,Polk,Winger,Minnesota,MN
12594,Dutchess,Wingdale,New york,NY
21675,Dorchester,Wingate,Maryland,MD
28174,Union,Wingate,North carolina,NC
47994,Montgomery,Wingate,Indiana,IN
79566,Runnels,Wingate,Texas,TX
36483,Covington,Wing,Alabama,AL
58494,Burleigh,Wing,North dakota,ND
57076,Lake,Winfred,South dakota,SD
17889,Union,Winfield,Pennsylvania,PA
25213,Putnam,Winfield,West virginia,WV
35594,Marion,Winfield,Alabama,AL
37892,Scott,Winfield,Tennessee,TN
52659,Henry,Winfield,Iowa,IA
60190,DuPage,Winfield,Illinois,IL
63389,Lincoln,Winfield,Missouri,MO
67156,Cowley,Winfield,Kansas,KS
75493,Titus,Winfield,Texas,TX
27985,Perquimans,Winfall,North carolina,NC
44690,Holmes,Winesburg,Ohio,OH
65783,Dallas,Windyville,Missouri,MO
76389,Archer,Windthorst,Texas,TX
6016,Hartford,Windsorville,Connecticut,CT
6096,Hartford,Windsor locks,Connecticut,CT
26075,Brooke,Windsor heights,West virginia,WV
50311,Polk,Windsor heights,Iowa,IA
4363,Kennebec,Windsor,Maine,ME
5089,Windsor,Windsor,Vermont,VT
6095,Hartford,Windsor,Connecticut,CT
8561,Mercer,Windsor,New jersey,NJ
13865,Broome,Windsor,New york,NY
17366,York,Windsor,Pennsylvania,PA
23487,Isle of Wight,Windsor,Virginia,VA
27983,Bertie,Windsor,North carolina,NC
29856,Aiken,Windsor,South carolina,SC
42565,Casey,Windsor,Kentucky,KY
44099,Ashtabula,Windsor,Ohio,OH
53598,Dane,Windsor,Wisconsin,WI
58424,Stutsman,Windsor,North dakota,ND
61957,Shelby,Windsor,Illinois,IL
65360,Henry,Windsor,Missouri,MO
80550,Weld,Windsor,Colorado,CO
95492,Sonoma,Windsor,California,CA
86515,Apache,Window rock,Arizona,AZ
67491,McPherson,Windom,Kansas,KS
75492,Fannin,Windom,Texas,TX
22578,Lancaster,Windmill point,Virginia,VA
25908,Raleigh,Winding gulf,West virginia,WV
3087,Rockingham,Windham,New hampshire,NH
4062,Cumberland,Windham,Maine,ME
6280,Windham,Windham,Connecticut,CT
12496,Greene,Windham,New york,NY
44288,Portage,Windham,Ohio,OH
46076,Tipton,Windfall,Indiana,IN
34786,Orange,Windermere,Florida,FL
30680,Barrow,Winder,Georgia,GA
78239,Bexar,Windcrest,Texas,TX
15963,Somerset,Windber,Pennsylvania,PA
15380,Greene,Wind ridge,Pennsylvania,PA
53185,Racine,Wind lake,Wisconsin,WI
18091,Northampton,Wind gap,Pennsylvania,PA
97467,Douglas,Winchester bay,Oregon,OR
1890,Middlesex,Winchester,Massachusetts,MA
22601,Winchester city,Winchester,Virginia,VA
22602,Frederick,Winchester,Virginia,VA
22603,Frederick,Winchester,Virginia,VA
37398,Franklin,Winchester,Tennessee,TN
40391,Clark,Winchester,Kentucky,KY
45697,Adams,Winchester,Ohio,OH
47394,Randolph,Winchester,Indiana,IN
54557,Vilas,Winchester,Wisconsin,WI
66097,Jefferson,Winchester,Kansas,KS
71677,Drew,Winchester,Arkansas,AR
83555,Lewis,Winchester,Idaho,ID
92596,Riverside,Winchester,California,CA
1475,Worcester,Winchendon,Massachusetts,MA
16879,Clearfield,Winburne,Pennsylvania,PA
46996,Pulaski,Winamac,Indiana,IN
58492,Barnes,Wimbledon,North dakota,ND
78676,Hays,Wimberley,Texas,TX
33598,Hillsborough,Wimauma,Florida,FL
3086,Hillsborough,Wilton,New hampshire,NH
4294,Franklin,Wilton,Maine,ME
6897,Fairfield,Wilton,Connecticut,CT
12866,Saratoga,Wilton,New york,NY
52778,Muscatine,Wilton,Iowa,IA
54670,Monroe,Wilton,Wisconsin,WI
56687,Beltrami,Wilton,Minnesota,MN
58579,McLean,Wilton,North dakota,ND
71865,Little River,Wilton,Arkansas,AR
95693,Sacramento,Wilton,California,CA
35186,Shelby,Wilsonville,Alabama,AL
62093,Macoupin,Wilsonville,Illinois,IL
69046,Furnas,Wilsonville,Nebraska,NE
97070,Clackamas,Wilsonville,Oregon,OR
23894,Dinwiddie,Wilsons,Virginia,VA
25699,Wayne,Wilsondale,West virginia,WV
98860,Grant,Wilson creek,Washington,WA
31206,Bibb,Wilson airport,Georgia,GA
14172,Niagara,Wilson,New york,NY
26707,Grant,Wilson,West virginia,WV
27893,Wilson,Wilson,North carolina,NC
27896,Wilson,Wilson,North carolina,NC
49896,Menominee,Wilson,Michigan,MI
54027,St. Croix,Wilson,Wisconsin,WI
67490,Ellsworth,Wilson,Kansas,KS
70789,East Feliciana Parish,Wilson,Louisiana,LA
72395,Mississippi,Wilson,Arkansas,AR
79381,Lynn,Wilson,Texas,TX
83014,Teton,Wilson,Wyoming,WY
26641,Braxton,Wilsie,West virginia,WV
95257,Calaveras,Wilseyville,California,CA
59086,Park,Wilsall,Montana,MT
15658,Westmoreland,Wilpen,Pennsylvania,PA
3287,Merrimack,Wilmot flat,New hampshire,NH
44689,Stark,Wilmot,Ohio,OH
53192,Kenosha,Wilmot,Wisconsin,WI
57279,Roberts,Wilmot,South dakota,SD
71676,Ashley,Wilmot,Arkansas,AR
67155,Comanche,Wilmore,Kansas,KS
56185,Nobles,Wilmont,Minnesota,MN
1887,Middlesex,Wilmington,Massachusetts,MA
5363,Windham,Wilmington,Vermont,VT
19801,New Castle,Wilmington,Delaware,DE
19802,New Castle,Wilmington,Delaware,DE
19805,New Castle,Wilmington,Delaware,DE
19806,New Castle,Wilmington,Delaware,DE
28403,New Hanover,Wilmington,North carolina,NC
28409,New Hanover,Wilmington,North carolina,NC
28412,New Hanover,Wilmington,North carolina,NC
45177,Clinton,Wilmington,Ohio,OH
90744,Los Angeles,Wilmington,California,CA
60091,Cook,Wilmette,Illinois,IL
36587,Mobile,Wilmer,Alabama,AL
75172,Dallas,Wilmer,Texas,TX
71675,Drew,Wilmar,Arkansas,AR
45898,Van Wert,Willshire,Ohio,OH
13864,Tioga,Willseyville,New york,NY
12996,Essex,Willsboro,New york,NY
75169,Van Zandt,Wills point,Texas,TX
95988,Glenn,Willows,California,CA
44095,Lake,Willowick,Ohio,OH
45696,Lawrence,Willow wood,Ohio,OH
17584,Lancaster,Willow street,Pennsylvania,PA
60480,Cook,Willow springs,Illinois,IL
65793,Howell,Willow springs,Missouri,MO
93560,Kern,Willow springs,California,CA
27592,Wake,Willow spring,North carolina,NC
55795,Pine,Willow river,Minnesota,MN
57278,Clark,Willow lake,South dakota,SD
26134,Pleasants,Willow island,West virginia,WV
17271,Franklin,Willow hill,Pennsylvania,PA
62480,Jasper,Willow hill,Illinois,IL
19090,Montgomery,Willow grove nas,Pennsylvania,PA
95573,Humboldt,Willow creek,California,CA
58384,Bottineau,Willow city,North dakota,ND
78675,Gillespie,Willow city,Texas,TX
12495,Ulster,Willow,New york,NY
73673,Greer,Willow,Oklahoma,OK
99688,Matanuska-Susitna Borough,Willow,Alaska,AK
44094,Lake,Willoughby,Ohio,OH
56201,Kandiyohi,Willmar,Minnesota,MN
95490,Mendocino,Willits,California,CA
62997,Perry,Willisville,Illinois,IL
11596,Nassau,Williston park,New york,NY
5495,Chittenden,Williston,Vermont,VT
28589,Carteret,Williston,North carolina,NC
29853,Barnwell,Williston,South carolina,SC
32696,Levy,Williston,Florida,FL
38076,Fayette,Williston,Tennessee,TN
43468,Ottawa,Williston,Ohio,OH
40078,Washington,Willisburg,Kentucky,KY
24380,Floyd,Willis,Virginia,VA
48191,Washtenaw,Willis,Michigan,MI
77378,Montgomery,Willis,Texas,TX
8046,Burlington,Willingboro,New jersey,NJ
6226,Windham,Willimantic,Connecticut,CT
72482,Sharp,Williford,Arkansas,AR
5362,Windham,Williamsville,Vermont,VT
14221,Erie,Williamsville,New york,NY
62693,Sangamon,Williamsville,Illinois,IL
63967,Wayne,Williamsville,Missouri,MO
1267,Berkshire,Williamstown,Massachusetts,MA
5679,Orange,Williamstown,Vermont,VT
8094,Gloucester,Williamstown,New jersey,NJ
13493,Oswego,Williamstown,New york,NY
17098,Dauphin,Williamstown,Pennsylvania,PA
26187,Wood,Williamstown,West virginia,WV
41097,Grant,Williamstown,Kentucky,KY
45897,Hancock,Williamstown,Ohio,OH
63473,Lewis,Williamstown,Missouri,MO
27892,Martin,Williamston,North carolina,NC
29697,Anderson,Williamston,South carolina,SC
48895,Ingham,Williamston,Michigan,MI
21795,Washington,Williamsport,Maryland,MD
38487,Maury,Williamsport,Tennessee,TN
43164,Pickaway,Williamsport,Ohio,OH
14589,Wayne,Williamson,New york,NY
17270,Franklin,Williamson,Pennsylvania,PA
25661,Mingo,Williamson,West virginia,WV
30292,Pike,Williamson,Georgia,GA
50272,Lucas,Williamson,Iowa,IA
44093,Ashtabula,Williamsfield,Ohio,OH
61489,Knox,Williamsfield,Illinois,IL
1096,Hampshire,Williamsburg,Massachusetts,MA
21643,Dorchester,Williamsburg,Maryland,MD
23188,James City,Williamsburg,Virginia,VA
45176,Clermont,Williamsburg,Ohio,OH
47393,Wayne,Williamsburg,Indiana,IN
49690,Grand Traverse,Williamsburg,Michigan,MI
52361,Iowa,Williamsburg,Iowa,IA
63388,Callaway,Williamsburg,Missouri,MO
66095,Franklin,Williamsburg,Kansas,KS
87942,Sierra,Williamsburg,New mexico,NM
53191,Walworth,Williams bay,Wisconsin,WI
29493,Colleton,Williams,South carolina,SC
47470,Lawrence,Williams,Indiana,IN
50271,Hamilton,Williams,Iowa,IA
56686,Lake of the Woods,Williams,Minnesota,MN
86046,Coconino,Williams,Arizona,AZ
95987,Colusa,Williams,California,CA
97544,Josephine,Williams,Oregon,OR
13863,Cortland,Willet,New york,NY
55090,Washington,Willernie,Minnesota,MN
85643,Cochise,Willcox,Arizona,AZ
21874,Wicomico,Willards,Maryland,MD
28478,Pender,Willard,North carolina,NC
44890,Huron,Willard,Ohio,OH
54493,Clark,Willard,Wisconsin,WI
59354,Fallon,Willard,Montana,MT
65781,Greene,Willard,Missouri,MO
80741,Logan,Willard,Colorado,CO
84340,Box Elder,Willard,Utah,UT
87063,Torrance,Willard,New mexico,NM
97396,Yamhill,Willamina,Oregon,OR
31650,Atkinson,Willacoochee,Georgia,GA
1590,Worcester,Wilkinsonville,Massachusetts,MA
25653,Logan,Wilkinson,West virginia,WV
46186,Hancock,Wilkinson,Indiana,IN
15221,Allegheny,Wilkinsburg,Pennsylvania,PA
45695,Vinton,Wilkesville,Ohio,OH
98396,Pierce,Wilkeson,Washington,WA
28697,Wilkes,Wilkesboro,North carolina,NC
18701,Luzerne,Wilkes barre,Pennsylvania,PA
18705,Luzerne,Wilkes barre,Pennsylvania,PA
78236,Bexar,Wilford hall u s,Texas,TX
26186,Wetzel,Wileyville,West virginia,WV
26767,Mineral,Wiley ford,West virginia,WV
