Category,Name,UUID,Location,Process Type,Description,Amount,Unit,GWP [kg CO2 eq],AP [kg SO2 eq],EP [kg N eq],ODP [kg CFC-11 eq],POCP [kg O3 eq],NREF [MJ],CO2 [kg],CH4 [kg],N2O [kg],electricity_GWP,electricity_AP,electricity_EP,electricity_ODP,electricity_POCP,electricity_NREF,electricity_CO2,electricity_CH4,electricity_N2O,electricity_qty,electricity_unit,nonrenewable fuel combustion_GWP,nonrenewable fuel combustion_AP,nonrenewable fuel combustion_EP,nonrenewable fuel combustion_ODP,nonrenewable fuel combustion_POCP,nonrenewable fuel combustion_NREF,nonrenewable fuel combustion_CO2,nonrenewable fuel combustion_CH4,nonrenewable fuel combustion_N2O,nonrenewable fuel combustion_qty,nonrenewable fuel combustion_unit,renewable fuel combustion_GWP,renewable fuel combustion_AP,renewable fuel combustion_EP,renewable fuel combustion_ODP,renewable fuel combustion_POCP,renewable fuel combustion_NREF,renewable fuel combustion_CO2,renewable fuel combustion_CH4,renewable fuel combustion_N2O,renewable fuel combustion_qty,renewable fuel combustion_unit
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, diesel powered, Central",7e58b660-7134-34da-a89f-cb6d2b81ba59,RNA,UNIT_PROCESS,"This dataset represents the Central U.S. (KY, IL, IN, MO, OH, TN, WV (Reference 10)) average airborne emissions for operating a diesel powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.1288508528448401,0.0011108340316262305,0.00012636144541646984,3.003828572037973e-10,0.03890433953204242,1.619183434349673,0.12759536655557438,4.0335094154022604e-05,4.6850081035200833e-07,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Aluminum recovery, transport, to plant",d20197e1-967f-35cb-95c1-0dbde806c367,RNA,UNIT_PROCESS,"Separate unit processes are shown for automotive and UBC (used beverage container) scrap; however, it was determined that the recovery rates and processing requirements for these 2 markets are similar, and thus the results for the 2 markets are the same. Atmospheric, waterborne, and solid waste emissions represent process emissions only, not fuel combustion emissions.,  Important note: although most of the data in the US LCI database has  undergone some sort of review, the database as a whole has not yet  undergone a formal validation process. Please email comments to lci@nrel.gov.",1.0,kg,0.03270413478003275,5.3063641851394276e-05,1.649733661283478e-05,6.623167964526287e-11,0.001858822849008275,0.3738700278502937,0.031596946578436286,9.011452832977723e-06,3.2244879600797106e-06,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
Asphalt Mixture_Parameterized/EPD Based System Processes,WCS Sand; Vulcan Materials,586788ff-7f00-4470-9cc2-4be5898f9075,,LCI_RESULT,"Data retrieved from:
McEwan, Laurel (2016). Environmental Product Delcaration for Concrete Aggregate Products.
Link: https://www.vulcanmaterials.com/docs/default-source/default-document-library/pleasanton-epd_final",1.0,kg,0.004890587159999999,4e-05,1.50118105922054e-06,1.26e-10,0.00069,0.0734,0.004889999999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, diesel powered, Northeast region",7ac14cbe-026f-3e50-9e49-831fbc193e4b,RNA,UNIT_PROCESS,"This dataset represents the Northeast U.S. average airborne emissions for operating a diesel powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.1302896481932043,0.0011434350725434042,0.00012905461124910415,3.0376091821138354e-10,0.04004911711445703,1.6373925308161708,0.12901638701715806,4.084475532996172e-05,4.81642070324781e-07,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
48-49: Transportation and Warehousing/4859: Other Transit and Ground Passenger Transportation,"Transport, passenger truck, gasoline powered",77b42094-983d-38b5-bb10-90ae9b5f598c,RNA,UNIT_PROCESS,"This dataset represents the U.S. average airborne emissions for operating a gasoline powered passenger truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,p*km,0.23491700803419238,0.0008871804181670693,0.00015488085300777233,5.308972833922885e-10,0.03159465213681544,2.8580204090092813,0.22906382473437234,8.733941270242815e-05,1.2846113818894768e-05,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, diesel powered, South",305caade-c895-33b0-90d7-4641bcf4741e,RNA,UNIT_PROCESS,"This dataset represents the South U.S. (AR, LA, KS, MS, OK, TX (Reference 10)) average airborne emissions for operating a diesel powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.1308803734495341,0.0010631177548761149,0.00012423469768479687,3.051601317428742e-10,0.037234208950621815,1.6449348499498169,0.12960740754004402,4.091106963436374e-05,4.7348676939793573e-07,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Transport, refuse truck, gasoline powered",53ffa5d2-4622-30c8-8135-e1eac2d0b268,RNA,UNIT_PROCESS,"This dataset represents the U.S. average airborne emissions for operating a gasoline powered refuse truck. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,t*km,0.12033997723734292,0.000553660726136209,8.614317474146021e-05,2.747863988239019e-10,0.01991181181418691,1.4792788746981984,0.1185613767056335,3.9557381871691835e-05,2.525295090230882e-06,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5621: Waste Collection,"Mixed recyclables, at collection, dropoff center",d04ff0ad-5535-353e-aabc-27b89137bc92,US,UNIT_PROCESS,"This attributional unit process LCI represents the estimated fuel use (transport requirements) per unit weight (or volume) of mixed household recyclables to a dropoff center. The LCI study was conducted by Franklin Associates, Ltd. and sponsored jointly by NAPCOR, the American Chemistry Council (ACC), the Association of Postconsumer Plastic Recyclers (APR), and the PET Resin Association (PETRA). Using life cycle inventory (LCI) methodology, the study determines and quantifies the energy requirements, solid wastes, and atmospheric and waterborne emissions for the processes required to collect postconsumer PET and HDPE packaging, sort and separate the material, and reprocess it into clean recycled resin.

Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1.0,kg,0.1832737519845155,0.00052176429521643,0.00010931268725450955,4.129396639562637e-10,0.018052289267603976,2.2089434666872814,0.18002728262864517,6.201608510607447e-05,5.687866801469596e-06,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
48-49: Transportation and Warehousing/4869: Other Pipeline Transportation,"Transport, pipeline, unspecified petroleum products",0855376f-1ec5-3f3e-bead-959c932539b7,RNA,UNIT_PROCESS,"Complete inventory data and metadata are available in full in the final report and appendices, Cradle-to-Gate Life Cycle Inventory of Nine Plastic Resins and Four Polyurethane Precursors. This report has been extensively reviewed within Franklin Associates and has undergone partial critical review by ACC Plastics Division members and is available at: www.americanchemistry.com. Quantities may vary slightly between the reference to main source and and this module due to rounding. Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process.  Please email comments to lci@nrel.gov.",1.0,t*km,0.0070335876359748,1.4423057575165271e-05,1.244994602666137e-06,1.3139797187662066e-10,0.0003311454833381411,0.10910156811685019,0.0065568610949027235,1.6219599753480683e-05,7.500938059662692e-08,0.007033587635974798,1.4423057575165273e-05,1.2449946026661373e-06,1.3139797187662069e-10,0.0003311454833381412,0.10910156811685018,0.006556861094902721,1.6219599753480683e-05,7.500938059662694e-08,0.05364,MJ,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
56: Administrative and Support and Waste Management and Remediation Services/5629: Remediation and Other Waste Management Services,"Mixed recyclables, sorted, at material recycling facility (MRF)",b5c35450-2b29-3f72-b6bf-1836a9d55100,US,UNIT_PROCESS,"This attributional unit process LCI represents the incoming transport of collected mixed recyclables to the material recycling facility (MRF) and energy requirements for the subsequent sorting and separation of recyclable materials; i.e., the sorting of plastics from other co-collected recovered materials (such as paper, steel, and aluminum), and separating mixed plastics into individual resins. The LCI study was conducted by Franklin Associates, Ltd. and sponsored jointly by NAPCOR, the American Chemistry Council (ACC), the Association of Postconsumer Plastic Recyclers (APR), and the PET Resin Association (PETRA). Using life cycle inventory (LCI) methodology, the study determines and quantifies the energy requirements, solid wastes, and atmospheric and waterborne emissions for the processes required to collect postconsumer PET and HDPE packaging, sort and separate the material, and reprocess it into clean recycled resin.

Important note: although most of the data in the US LCI database has undergone some sort of review, the database as a whole has not yet undergone a formal validation process. Please email comments to lci@nrel.gov.",1.0,kg,0.10234055856441605,0.00019404747438077122,5.132675159787282e-05,3.418147429429037e-10,0.006561554427500206,1.2274128828089927,0.09934954281044903,4.732795561817665e-05,6.27059595556386e-06,0.007552845783597103,1.5487847060580155e-05,1.3369069558831007e-06,1.4109849329033092e-10,0.00035559246532954785,0.1171560462999734,0.007040924665667352,1.741701986950946e-05,8.054698587557256e-08,0.057600000000000005,MJ,0.011615736972783416,1.2600871811302518e-05,5.598246697677637e-06,2.4550099647473273e-11,0.00042544033382646904,0.13881775731442403,0.01142141402528088,3.7871566330359045e-06,3.325810505672818e-07,0.13414552,MJ,0,0,0,0,0,0,0,0,0,0,MJ
"21: Mining, Quarrying, and Oil and Gas Extraction/2123: Nonmetallic Mineral Mining and Quarrying",Production of Aggregate,2f80a5d6-3aeb-4a11-bd9b-0d27c372928d,,UNIT_PROCESS,,1.0,kg,0.003214842128449037,7.080415610294054e-06,1.46260679011967e-06,5.915225945910324e-12,0.00017271917401952633,0.03970125501955574,0.0031539213659160866,1.9260622615457428e-06,2.623709478670426e-08,0.00020280762328831812,1.694532979666308e-06,2.5596773193904057e-08,3.994895941578561e-14,1.3185906303494319e-05,0.0023360158234778873,0.00019214765377856534,3.36929913318411e-07,4.623325726185329e-09,0.0006741991666482947,MJ,0.0030120345051607212,5.385882630627746e-06,1.4370100169257664e-06,5.875276986494538e-12,0.00015953326771603202,0.03736523919607784,0.0029617737121375234,1.5891323482273297e-06,2.1613769060518946e-08,0.03492701854979166,MJ,0,0,0,0,0,0,0,0,0,0,MJ
48-49: Transportation and Warehousing/4854: School and Employee Bus Transportation,"Transport, school bus, diesel powered, West",ed7627f8-4d2e-3c59-b61e-b1cc6a37f6a9,RNA,UNIT_PROCESS,"This dataset represents the Western U.S. (CA, NV (Reference 10)) average airborne emissions for operating a diesel powered school bus. The inventory includes all vehicle operation processes, including off-network and refueling activities.
The refinery-to-pump transportation and distribution data are calculated from Argonne National Laboratory's GREET 1.8d.1 model.
The vehicle operation data are calculated from EPA's MOVES2010a model, using the assumptions described in the corresponding detailed spreadsheet.  Emissions factors in MOVES2010a are largely based on EPA's Mobile Source Observation Database, which in turn includes data from a variety of vehicle studies (References 6-8).
MOVES2010a acknowledges sources of uncertainty in the model structure, the population and acitivty data, and other model parameters. As of July 2011, the uncertainty calculation function of the model has not been activated.",1.0,p*km,0.01527541492872361,0.00014209979056796485,1.5637414124302792e-05,3.557005579172404e-11,0.0049929287055171905,0.19173679095068258,0.015106851431937676,5.066556841925966e-06,9.98825790060787e-08,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,MJ,0,0,0,0,0,0,0,0,0,0,MJ
